"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario de la app de Cinemark deseo autenticarme para usar el portal privado","Autenticación exitosa","SUCCESS","2024-01-27T00:37:31.079759-05:00[America/Bogota]","0.0","40.15"
